Ref,Val,Package,PosX,PosY,Rot,Side
"C1","100nF","C_0603_1608Metric",140.335000,-104.775000,180.000000,top
"R1","10k","R_0603_1608Metric",140.335000,-100.965000,180.000000,top
"R2","10k","R_0603_1608Metric",140.335000,-102.870000,180.000000,top
"U1","AW9523BTQR","WQFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm",142.240000,-92.075000,180.000000,top
