Ref,Val,Package,PosX,PosY,Rot,Side
"J1","~","PinHeader_1x12_P2.54mm_Vertical",-134.620000,-81.280000,180.000000,bottom
"J2","~","PinHeader_1x12_P2.54mm_Vertical",-149.860000,-81.280000,180.000000,bottom
